respuesta_id,sede,rol,puntaje_csat,comentario
SUR-00001,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00335,Manta,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00336,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00337,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00338,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00339,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00340,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00341,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00342,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00343,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00344,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00345,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00346,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00347,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00348,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00349,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00350,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00351,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00352,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00353,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00354,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00355,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00356,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00357,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00358,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00359,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00360,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00361,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00362,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00363,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00364,Manta,Farmacia,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00365,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00366,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00367,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00368,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00369,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00370,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00371,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00372,Manta,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00373,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00374,Manta,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00375,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00376,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00377,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00378,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00379,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00380,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00381,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00382,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00383,Quito,Admision,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00384,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00385,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00386,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00387,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00388,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00389,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00390,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00391,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00392,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00393,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00394,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00395,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00396,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00397,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00398,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00399,Cuenca,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00400,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00401,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00402,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00403,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00404,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00405,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00406,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00407,Cuenca,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00408,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00409,Cuenca,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00410,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00411,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00412,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00413,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00414,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00415,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00416,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00417,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00418,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00419,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00420,Ambato,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00421,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00422,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00423,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00424,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00425,Manta,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00426,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00427,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00428,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00429,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00430,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00431,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00432,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00433,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00434,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00435,Ambato,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00436,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00437,Ambato,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00438,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00439,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00440,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00441,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00442,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00443,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00444,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00445,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00446,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00447,Manta,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00448,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00449,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00450,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00451,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00452,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00453,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00454,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00455,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00456,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00457,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00458,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00459,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00460,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00461,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00462,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00463,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00464,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00465,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00466,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00467,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00468,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00469,Manta,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00470,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00471,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00472,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00473,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00474,Manta,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00475,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00476,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00477,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00478,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00479,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00480,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00481,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00482,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00483,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00484,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00485,Ambato,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00486,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00487,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00488,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00489,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00490,Ambato,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00491,Guayaquil,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00492,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00493,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00494,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00495,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00496,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00497,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00498,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00499,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00500,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00501,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00502,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00503,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00504,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00505,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00506,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00507,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00508,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00509,Ambato,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00510,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00511,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00512,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00513,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00514,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00515,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00516,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00517,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00518,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00519,Ambato,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00520,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00521,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00522,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00523,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00524,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00525,Ambato,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00526,Cuenca,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00527,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00528,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00529,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00530,Guayaquil,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00531,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00532,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00533,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00534,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00535,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00536,Cuenca,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00537,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00538,Manta,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00539,Ambato,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00540,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00541,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00542,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00543,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00544,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00545,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00546,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00547,Manta,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00548,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00549,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00550,Manta,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00551,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00552,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00553,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00554,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00555,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00556,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00557,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00558,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00559,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00560,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00561,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00562,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00563,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00564,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00565,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00566,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00567,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00568,Quito,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00569,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00570,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00571,Manta,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00572,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00573,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00574,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00575,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00576,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00577,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00578,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00579,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00580,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00581,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00582,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00583,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00584,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00585,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00586,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00587,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00588,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00589,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00590,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00591,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00592,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00593,Cuenca,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00594,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00595,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00596,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00597,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00598,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00599,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00600,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00601,Manta,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00602,Manta,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00603,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00604,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00605,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00606,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00607,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00608,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00609,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00610,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00611,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00612,Ambato,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00613,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00614,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00615,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00616,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00617,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00618,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00619,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00620,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00621,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00622,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00623,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00624,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00625,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00626,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00627,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00628,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00629,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00630,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00631,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00632,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00633,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00634,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00635,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00636,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00637,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00638,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00639,Manta,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00640,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00641,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00642,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00643,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00644,Guayaquil,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00645,Manta,Paciente,1,Respuesta sintetica reproducible; sin datos personales.
SUR-00646,Ambato,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00647,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00648,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00649,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00650,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00651,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00652,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00653,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00654,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00655,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00656,Ambato,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00657,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00658,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00659,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00660,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00661,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00662,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00663,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00664,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00665,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-00666,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-00667,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-00668,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-00669,Cuenca,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
