evento_id,timestamp,sede,medico_id,tiempo_segundos,completada
EVT-001050,2025-10-25T15:20:00,Manta,MED-MAN-10,6.24,1
EVT-001052,2025-12-28T12:22:00,Quito,MED-QUI-11,10.76,1
EVT-001058,2025-09-08T08:50:00,Guayaquil,MED-GUA-12,6.85,1
EVT-001061,2025-05-18T12:06:00,Quito,MED-QUI-01,9.12,1
EVT-001064,2025-12-11T13:23:00,Manta,MED-MAN-02,7.16,1
EVT-001066,2025-08-11T11:25:00,Cuenca,MED-CUE-03,11.07,1
EVT-001068,2025-03-05T07:13:00,Quito,MED-QUI-04,9.13,1
EVT-001069,2025-03-15T09:21:00,Quito,MED-QUI-05,6.87,1
EVT-001071,2025-02-03T18:55:00,Quito,MED-QUI-06,6.55,1
EVT-001073,2025-10-28T10:13:00,Ambato,MED-AMB-07,9.39,1
EVT-001077,2025-01-17T09:41:00,Manta,MED-MAN-08,5.19,1
EVT-001081,2025-12-31T10:24:00,Cuenca,MED-CUE-09,10.32,1
EVT-001088,2025-05-01T08:46:00,Guayaquil,MED-GUA-10,3.8,1
EVT-001090,2025-12-21T13:58:00,Quito,MED-QUI-11,6.3,1
EVT-001092,2025-11-09T17:55:00,Guayaquil,MED-GUA-12,6.7,1
EVT-001095,2025-08-26T16:24:00,Quito,MED-QUI-01,5.07,1
EVT-001096,2025-07-21T10:24:00,Manta,MED-MAN-02,13.6,1
EVT-001097,2025-09-11T17:20:00,Quito,MED-QUI-03,5.21,1
EVT-001098,2025-07-19T12:15:00,Quito,MED-QUI-04,11.92,1
EVT-001099,2025-10-05T16:46:00,Cuenca,MED-CUE-05,4.49,1
EVT-001102,2025-11-09T16:09:00,Quito,MED-QUI-06,7.76,1
EVT-001103,2025-08-25T12:48:00,Quito,MED-QUI-07,7.91,1
EVT-001107,2025-11-19T12:30:00,Cuenca,MED-CUE-08,10.81,0
EVT-001108,2025-10-27T16:04:00,Ambato,MED-AMB-09,6.81,1
EVT-001109,2025-05-03T16:35:00,Manta,MED-MAN-10,8.26,1
EVT-001110,2025-06-19T15:18:00,Quito,MED-QUI-11,4.96,1
EVT-001112,2025-01-30T13:21:00,Quito,MED-QUI-12,4.21,1
EVT-001117,2025-07-02T18:48:00,Quito,MED-QUI-01,6.25,1
EVT-001121,2025-10-14T10:32:00,Manta,MED-MAN-02,13.38,1
EVT-001122,2025-03-04T16:50:00,Cuenca,MED-CUE-03,4.58,1
EVT-001125,2025-11-07T11:12:00,Ambato,MED-AMB-04,11.15,1
EVT-001128,2025-10-19T18:16:00,Guayaquil,MED-GUA-05,7.22,1
EVT-001131,2025-01-14T15:47:00,Guayaquil,MED-GUA-06,4.6,1
EVT-001132,2025-07-17T09:15:00,Quito,MED-QUI-07,7.09,1
EVT-001133,2025-04-28T07:23:00,Quito,MED-QUI-08,2.96,1
EVT-001134,2025-06-30T09:53:00,Guayaquil,MED-GUA-09,5.82,1
EVT-001136,2025-04-21T12:38:00,Manta,MED-MAN-10,14.08,1
EVT-001137,2025-08-09T14:12:00,Guayaquil,MED-GUA-11,4.53,1
EVT-001141,2025-02-04T15:48:00,Quito,MED-QUI-12,4.71,1
EVT-001143,2025-01-26T09:38:00,Ambato,MED-AMB-01,4.49,1
EVT-001149,2025-09-02T09:20:00,Ambato,MED-AMB-02,6.5,0
EVT-001150,2025-09-09T10:53:00,Ambato,MED-AMB-03,11.36,1
EVT-001153,2025-11-04T18:06:00,Ambato,MED-AMB-04,4.39,0
EVT-001155,2025-06-17T10:28:00,Quito,MED-QUI-05,11.84,1
EVT-001158,2025-04-24T13:50:00,Guayaquil,MED-GUA-06,7.75,1
EVT-001163,2025-03-29T09:30:00,Quito,MED-QUI-07,5.89,1
EVT-001167,2025-10-06T16:06:00,Cuenca,MED-CUE-08,5.11,1
EVT-001174,2025-01-17T17:36:00,Quito,MED-QUI-09,7.57,1
EVT-001175,2025-11-05T10:47:00,Quito,MED-QUI-10,10.02,0
EVT-001179,2025-08-30T17:09:00,Guayaquil,MED-GUA-11,8.24,1
EVT-001182,2025-11-24T18:51:00,Quito,MED-QUI-12,4.12,1
EVT-001191,2025-12-29T16:11:00,Quito,MED-QUI-01,3.04,1
EVT-001195,2025-06-14T14:04:00,Guayaquil,MED-GUA-02,8.23,1
EVT-001196,2025-06-04T14:42:00,Guayaquil,MED-GUA-03,5.11,1
EVT-001197,2025-04-28T13:04:00,Guayaquil,MED-GUA-04,7.17,0
EVT-001201,2025-02-08T09:39:00,Quito,MED-QUI-05,5.43,1
EVT-001205,2025-09-21T17:58:00,Guayaquil,MED-GUA-06,7.31,1
EVT-001208,2025-11-10T13:38:00,Manta,MED-MAN-07,8.92,1
EVT-001209,2025-01-15T10:17:00,Manta,MED-MAN-08,11.8,1
EVT-001212,2025-08-30T18:27:00,Ambato,MED-AMB-09,4.99,1
EVT-001216,2025-03-12T09:46:00,Manta,MED-MAN-10,6.28,1
EVT-001222,2025-09-09T15:58:00,Manta,MED-MAN-11,8.52,1
EVT-001226,2025-06-08T10:21:00,Guayaquil,MED-GUA-12,9.72,1
EVT-001231,2025-06-30T15:01:00,Cuenca,MED-CUE-01,5.6,1
EVT-001233,2025-05-03T15:31:00,Cuenca,MED-CUE-02,7.98,1
EVT-001235,2025-04-30T10:28:00,Quito,MED-QUI-03,11.75,0
EVT-001238,2025-03-09T13:57:00,Quito,MED-QUI-04,4.61,0
EVT-001243,2025-02-17T12:22:00,Guayaquil,MED-GUA-05,7.4,0
EVT-001244,2025-08-12T09:34:00,Cuenca,MED-CUE-06,3.21,1
EVT-001250,2025-04-06T10:40:00,Guayaquil,MED-GUA-07,12.35,1
EVT-001252,2025-08-17T12:45:00,Quito,MED-QUI-08,11.91,1
EVT-001256,2025-03-20T13:55:00,Cuenca,MED-CUE-09,6.18,0
EVT-001258,2025-01-19T14:14:00,Ambato,MED-AMB-10,3.96,1
EVT-001264,2025-10-01T18:40:00,Quito,MED-QUI-11,7.89,1
EVT-001266,2025-01-23T07:42:00,Guayaquil,MED-GUA-12,6.47,1
EVT-001273,2025-11-23T11:59:00,Quito,MED-QUI-01,9.65,0
EVT-001278,2025-08-22T09:17:00,Quito,MED-QUI-02,5.85,1
EVT-001279,2025-08-25T16:48:00,Quito,MED-QUI-03,6.19,1
EVT-001286,2025-04-02T14:15:00,Ambato,MED-AMB-04,8.71,1
EVT-001287,2025-11-03T10:02:00,Manta,MED-MAN-05,13.99,1
EVT-001288,2025-08-23T17:04:00,Guayaquil,MED-GUA-06,4.22,1
EVT-001290,2025-11-13T08:44:00,Ambato,MED-AMB-07,8.74,1
EVT-001291,2025-10-19T08:10:00,Quito,MED-QUI-08,6.84,1
EVT-001292,2025-06-23T15:01:00,Manta,MED-MAN-09,7.79,1
EVT-001294,2025-08-26T11:06:00,Guayaquil,MED-GUA-10,9.99,1
EVT-001301,2025-04-29T12:06:00,Ambato,MED-AMB-11,12.61,1
EVT-001306,2025-12-22T08:19:00,Guayaquil,MED-GUA-12,8.02,1
EVT-001311,2025-01-16T08:22:00,Quito,MED-QUI-01,6.86,1
EVT-001318,2025-07-21T13:18:00,Quito,MED-QUI-02,5.8,0
EVT-001319,2025-04-10T16:09:00,Cuenca,MED-CUE-03,8.79,1
EVT-001322,2025-08-27T10:41:00,Guayaquil,MED-GUA-04,8.41,1
EVT-001328,2025-03-08T15:16:00,Manta,MED-MAN-05,9.82,0
EVT-001331,2025-05-17T16:23:00,Guayaquil,MED-GUA-06,8.71,0
EVT-001337,2025-06-09T11:24:00,Quito,MED-QUI-07,10.87,1
EVT-001338,2025-09-14T11:44:00,Cuenca,MED-CUE-08,13.91,1
EVT-001340,2025-12-14T16:43:00,Quito,MED-QUI-09,2.77,1
EVT-001346,2025-05-08T17:00:00,Quito,MED-QUI-10,6.33,1
EVT-001347,2025-11-03T07:17:00,Cuenca,MED-CUE-11,5.78,1
EVT-001348,2025-01-28T08:34:00,Ambato,MED-AMB-12,5.08,1
EVT-001357,2025-08-19T10:21:00,Cuenca,MED-CUE-01,10.26,1
EVT-001358,2025-10-26T10:19:00,Quito,MED-QUI-02,11.76,1
EVT-001360,2025-09-14T07:18:00,Guayaquil,MED-GUA-03,6.13,1
EVT-001364,2025-08-21T08:36:00,Guayaquil,MED-GUA-04,6.86,1
EVT-001367,2025-01-14T09:55:00,Quito,MED-QUI-05,5.71,1
EVT-001372,2025-10-21T09:50:00,Quito,MED-QUI-06,7.48,1
EVT-001373,2025-05-13T15:44:00,Quito,MED-QUI-07,7.68,1
EVT-001382,2025-02-16T13:12:00,Cuenca,MED-CUE-08,6.37,1
EVT-001385,2025-08-21T11:04:00,Guayaquil,MED-GUA-09,13.23,1
EVT-001386,2025-09-22T10:51:00,Quito,MED-QUI-10,12.0,0
EVT-001388,2025-05-07T09:47:00,Quito,MED-QUI-11,4.94,1
EVT-001389,2025-02-17T16:27:00,Ambato,MED-AMB-12,6.07,1
EVT-001390,2025-07-03T15:52:00,Guayaquil,MED-GUA-01,7.03,0
EVT-001391,2025-11-19T11:39:00,Guayaquil,MED-GUA-02,11.44,1
EVT-001393,2025-05-13T08:38:00,Guayaquil,MED-GUA-03,4.01,1
EVT-001398,2025-01-26T13:59:00,Quito,MED-QUI-04,6.46,1
EVT-001399,2025-04-23T16:08:00,Quito,MED-QUI-05,5.33,1
EVT-001403,2025-07-28T18:13:00,Guayaquil,MED-GUA-06,7.63,1
EVT-001404,2025-02-09T13:52:00,Manta,MED-MAN-07,7.92,1
EVT-001405,2025-04-08T18:21:00,Guayaquil,MED-GUA-08,4.79,1
EVT-001406,2025-08-17T18:41:00,Guayaquil,MED-GUA-09,3.98,1
EVT-001408,2025-03-10T16:07:00,Quito,MED-QUI-10,3.81,1
EVT-001415,2025-08-03T07:21:00,Manta,MED-MAN-11,7.02,1
EVT-001416,2025-05-22T16:59:00,Quito,MED-QUI-12,5.3,1
EVT-001417,2025-10-24T07:46:00,Guayaquil,MED-GUA-01,3.32,1
EVT-001420,2025-09-09T07:14:00,Guayaquil,MED-GUA-02,4.97,1
EVT-001424,2025-09-10T11:03:00,Quito,MED-QUI-03,12.29,1
EVT-001428,2025-01-20T14:38:00,Cuenca,MED-CUE-04,2.93,1
EVT-001431,2025-05-02T17:37:00,Manta,MED-MAN-05,6.88,1
EVT-001433,2025-02-03T08:24:00,Ambato,MED-AMB-06,5.46,1
EVT-001435,2025-06-30T17:59:00,Cuenca,MED-CUE-07,7.04,1
EVT-001438,2025-06-10T15:06:00,Quito,MED-QUI-08,4.26,1
EVT-001439,2025-02-23T11:37:00,Quito,MED-QUI-09,10.32,1
EVT-001441,2025-07-01T08:16:00,Ambato,MED-AMB-10,6.06,1
EVT-001447,2025-01-13T07:38:00,Ambato,MED-AMB-11,5.67,1
EVT-001448,2025-10-31T18:17:00,Quito,MED-QUI-12,7.44,1
EVT-001450,2025-01-16T13:42:00,Manta,MED-MAN-01,6.23,1
EVT-001451,2025-10-21T07:11:00,Guayaquil,MED-GUA-02,5.84,1
EVT-001452,2025-03-13T13:44:00,Quito,MED-QUI-03,7.14,1
EVT-001456,2025-06-04T18:14:00,Guayaquil,MED-GUA-04,5.57,0
EVT-001458,2025-12-22T11:03:00,Guayaquil,MED-GUA-05,9.53,0
EVT-001472,2025-07-06T14:34:00,Cuenca,MED-CUE-06,3.86,1
EVT-001475,2025-05-09T13:11:00,Ambato,MED-AMB-07,5.33,1
EVT-001479,2025-11-07T15:38:00,Guayaquil,MED-GUA-08,6.48,1
EVT-001480,2025-09-02T18:09:00,Manta,MED-MAN-09,5.6,1
EVT-001481,2025-12-03T09:26:00,Manta,MED-MAN-10,5.47,1
EVT-001482,2025-01-31T10:35:00,Ambato,MED-AMB-11,10.37,1
EVT-001483,2025-09-24T16:21:00,Manta,MED-MAN-12,4.85,1
EVT-001484,2025-05-07T13:15:00,Ambato,MED-AMB-01,7.74,1
EVT-001487,2025-08-18T17:42:00,Ambato,MED-AMB-02,6.1,1
EVT-001497,2025-09-13T14:40:00,Manta,MED-MAN-03,6.97,1
EVT-001499,2025-09-18T08:45:00,Quito,MED-QUI-04,5.03,1
EVT-001500,2025-05-11T13:03:00,Quito,MED-QUI-05,6.99,1
EVT-001501,2025-07-02T09:17:00,Cuenca,MED-CUE-06,6.56,1
EVT-001505,2025-08-21T18:00:00,Quito,MED-QUI-07,5.49,1
EVT-001507,2025-07-04T18:51:00,Ambato,MED-AMB-08,6.36,1
EVT-001510,2025-06-09T17:17:00,Quito,MED-QUI-09,8.31,1
EVT-001512,2025-04-18T10:47:00,Quito,MED-QUI-10,10.95,1
EVT-001518,2025-04-27T12:57:00,Quito,MED-QUI-11,10.56,1
EVT-001522,2025-09-15T13:48:00,Guayaquil,MED-GUA-12,3.33,1
EVT-001524,2025-03-18T11:53:00,Guayaquil,MED-GUA-01,11.31,1
EVT-001529,2025-12-06T14:50:00,Quito,MED-QUI-02,4.3,1
EVT-001533,2025-10-19T12:10:00,Ambato,MED-AMB-03,11.63,1
EVT-001535,2025-08-21T12:48:00,Guayaquil,MED-GUA-04,8.81,0
EVT-001536,2025-09-05T16:50:00,Cuenca,MED-CUE-05,4.53,1
EVT-001538,2025-10-13T08:07:00,Ambato,MED-AMB-06,3.44,1
EVT-001540,2025-07-13T14:08:00,Quito,MED-QUI-07,5.81,1
EVT-001544,2025-03-02T09:11:00,Quito,MED-QUI-08,5.62,1
EVT-001545,2025-11-27T11:25:00,Quito,MED-QUI-09,10.55,1
EVT-001548,2025-01-06T14:39:00,Quito,MED-QUI-10,6.34,1
EVT-001554,2025-08-25T11:06:00,Cuenca,MED-CUE-11,11.59,1
EVT-001556,2025-08-31T18:32:00,Quito,MED-QUI-12,5.7,1
EVT-001557,2025-01-17T08:11:00,Cuenca,MED-CUE-01,6.22,1
EVT-001558,2025-12-09T15:58:00,Manta,MED-MAN-02,7.77,1
EVT-001571,2025-03-20T18:31:00,Quito,MED-QUI-03,4.74,1
EVT-001573,2025-04-27T07:00:00,Cuenca,MED-CUE-04,7.7,1
EVT-001575,2025-09-28T12:39:00,Quito,MED-QUI-05,12.69,1
EVT-001577,2025-11-20T15:37:00,Ambato,MED-AMB-06,5.19,1
EVT-001582,2025-11-11T17:53:00,Quito,MED-QUI-07,3.65,1
EVT-001586,2025-12-08T16:06:00,Cuenca,MED-CUE-08,3.16,1
EVT-001587,2025-01-03T09:56:00,Quito,MED-QUI-09,6.86,1
EVT-001590,2025-02-16T12:53:00,Quito,MED-QUI-10,11.59,1
EVT-001597,2025-09-18T16:53:00,Guayaquil,MED-GUA-11,4.52,1
EVT-001599,2025-10-14T09:25:00,Cuenca,MED-CUE-12,7.14,1
EVT-001600,2025-08-27T18:30:00,Guayaquil,MED-GUA-01,3.94,1
EVT-001602,2025-11-06T08:22:00,Guayaquil,MED-GUA-02,6.91,1
EVT-001605,2025-04-24T09:53:00,Cuenca,MED-CUE-03,6.24,1
EVT-001607,2025-11-27T10:40:00,Manta,MED-MAN-04,12.76,1
EVT-001609,2025-09-18T16:23:00,Guayaquil,MED-GUA-05,5.02,1
EVT-001610,2025-07-09T14:58:00,Ambato,MED-AMB-06,6.9,1
EVT-001617,2025-10-11T12:26:00,Quito,MED-QUI-07,8.71,1
EVT-001619,2025-03-23T09:43:00,Manta,MED-MAN-08,5.6,1
EVT-001621,2025-12-28T15:17:00,Guayaquil,MED-GUA-09,5.92,1
EVT-001623,2025-10-16T13:36:00,Manta,MED-MAN-10,3.89,1
EVT-001624,2025-06-23T16:40:00,Manta,MED-MAN-11,4.72,1
EVT-001626,2025-01-09T11:26:00,Cuenca,MED-CUE-12,9.25,1
EVT-001638,2025-05-28T12:03:00,Guayaquil,MED-GUA-01,10.59,1
EVT-001644,2025-03-18T10:53:00,Quito,MED-QUI-02,12.24,1
EVT-001646,2025-04-16T08:34:00,Quito,MED-QUI-03,8.84,1
EVT-001651,2025-07-04T18:39:00,Quito,MED-QUI-04,4.8,1
EVT-001653,2025-06-09T13:22:00,Ambato,MED-AMB-05,4.51,1
EVT-001657,2025-07-21T08:55:00,Cuenca,MED-CUE-06,4.75,1
EVT-001658,2025-09-15T10:48:00,Cuenca,MED-CUE-07,10.46,0
EVT-001660,2025-04-14T17:54:00,Manta,MED-MAN-08,9.02,1
EVT-001664,2025-05-29T12:36:00,Guayaquil,MED-GUA-09,11.89,1
EVT-001668,2025-07-19T15:28:00,Guayaquil,MED-GUA-10,7.01,1
EVT-001672,2025-12-16T08:49:00,Guayaquil,MED-GUA-11,5.24,0
EVT-001675,2025-04-21T14:30:00,Quito,MED-QUI-12,7.19,1
EVT-001676,2025-03-01T16:08:00,Quito,MED-QUI-01,5.4,1
EVT-001682,2025-07-20T14:25:00,Quito,MED-QUI-02,4.63,1
EVT-001683,2025-03-19T14:22:00,Cuenca,MED-CUE-03,8.17,0
EVT-001689,2025-02-01T12:35:00,Guayaquil,MED-GUA-04,10.8,1
EVT-001690,2025-02-01T08:06:00,Quito,MED-QUI-05,6.39,1
EVT-001695,2025-12-25T07:44:00,Cuenca,MED-CUE-06,10.0,0
EVT-001696,2025-04-09T08:35:00,Quito,MED-QUI-07,5.4,1
EVT-001700,2025-03-07T10:44:00,Cuenca,MED-CUE-08,11.36,1
EVT-001707,2025-10-26T09:17:00,Cuenca,MED-CUE-09,2.1,1
EVT-001710,2025-09-01T17:37:00,Guayaquil,MED-GUA-10,5.64,1
EVT-001711,2025-11-09T07:14:00,Guayaquil,MED-GUA-11,6.36,1
EVT-001712,2025-10-20T12:52:00,Quito,MED-QUI-12,10.96,1
EVT-001715,2025-10-20T17:27:00,Guayaquil,MED-GUA-01,5.57,1
EVT-001721,2025-09-12T08:00:00,Quito,MED-QUI-02,6.63,1
EVT-001722,2025-10-23T15:56:00,Guayaquil,MED-GUA-03,3.95,1
EVT-001725,2025-01-06T10:40:00,Manta,MED-MAN-04,14.17,1
EVT-001726,2025-08-05T15:20:00,Ambato,MED-AMB-05,4.72,1
EVT-001728,2025-04-06T17:08:00,Guayaquil,MED-GUA-06,2.89,1
EVT-001742,2025-11-01T08:16:00,Quito,MED-QUI-07,5.03,1
EVT-001743,2025-06-13T07:44:00,Quito,MED-QUI-08,3.71,1
EVT-001744,2025-02-26T09:00:00,Quito,MED-QUI-09,7.74,1
EVT-001747,2025-08-23T18:02:00,Cuenca,MED-CUE-10,4.74,1
EVT-001748,2025-08-29T17:28:00,Quito,MED-QUI-11,8.81,1
EVT-001753,2025-02-18T11:46:00,Manta,MED-MAN-12,11.65,1
EVT-001755,2025-07-05T14:34:00,Manta,MED-MAN-01,7.23,1
EVT-001757,2025-04-19T13:56:00,Quito,MED-QUI-02,3.38,1
EVT-001762,2025-10-21T16:53:00,Cuenca,MED-CUE-03,6.96,1
EVT-001764,2025-12-11T09:28:00,Ambato,MED-AMB-04,5.41,1
EVT-001765,2025-02-01T18:38:00,Quito,MED-QUI-05,6.36,1
EVT-001767,2025-01-28T10:47:00,Quito,MED-QUI-06,9.87,1
EVT-001772,2025-01-10T16:51:00,Quito,MED-QUI-07,7.4,1
EVT-001776,2025-12-08T18:18:00,Guayaquil,MED-GUA-08,5.78,1
EVT-001778,2025-01-11T15:32:00,Manta,MED-MAN-09,7.78,1
EVT-001779,2025-01-22T16:36:00,Guayaquil,MED-GUA-10,6.85,0
EVT-001781,2025-06-13T17:22:00,Cuenca,MED-CUE-11,4.89,1
EVT-001785,2025-02-19T15:29:00,Quito,MED-QUI-12,6.36,1
EVT-001798,2025-05-20T08:51:00,Cuenca,MED-CUE-01,5.61,1
EVT-001801,2025-12-13T12:29:00,Quito,MED-QUI-02,11.97,1
EVT-001806,2025-03-26T12:13:00,Manta,MED-MAN-03,11.82,1
EVT-001810,2025-02-04T14:06:00,Quito,MED-QUI-04,8.08,1
EVT-001812,2025-12-25T13:35:00,Quito,MED-QUI-05,8.08,1
EVT-001815,2025-01-15T18:29:00,Guayaquil,MED-GUA-06,3.48,1
EVT-001818,2025-05-21T08:45:00,Ambato,MED-AMB-07,4.56,1
EVT-001820,2025-10-14T07:04:00,Quito,MED-QUI-08,4.7,1
EVT-001821,2025-03-12T15:05:00,Guayaquil,MED-GUA-09,8.12,1
EVT-001824,2025-03-02T10:40:00,Guayaquil,MED-GUA-10,9.95,1
EVT-001826,2025-12-26T16:53:00,Guayaquil,MED-GUA-11,6.04,1
EVT-001829,2025-02-06T16:16:00,Quito,MED-QUI-12,5.39,1
EVT-001832,2025-10-23T10:26:00,Cuenca,MED-CUE-01,12.6,1
EVT-001833,2025-12-15T13:53:00,Quito,MED-QUI-02,5.03,1
EVT-001835,2025-10-14T15:30:00,Cuenca,MED-CUE-03,4.32,1
EVT-001836,2025-02-06T15:39:00,Cuenca,MED-CUE-04,5.6,0
EVT-001837,2025-10-24T15:25:00,Cuenca,MED-CUE-05,7.68,1
EVT-001840,2025-09-27T11:18:00,Guayaquil,MED-GUA-06,10.32,1
EVT-001841,2025-07-09T15:10:00,Guayaquil,MED-GUA-07,5.57,1
EVT-001844,2025-10-13T08:42:00,Quito,MED-QUI-08,4.58,1
EVT-001845,2025-09-16T13:10:00,Quito,MED-QUI-09,8.56,1
EVT-001850,2025-01-26T09:47:00,Quito,MED-QUI-10,8.71,1
EVT-001853,2025-04-11T16:09:00,Guayaquil,MED-GUA-11,5.0,1
EVT-001856,2025-03-01T07:39:00,Manta,MED-MAN-12,6.01,1
EVT-001862,2025-07-20T12:13:00,Guayaquil,MED-GUA-01,10.11,1
EVT-001864,2025-12-23T12:21:00,Guayaquil,MED-GUA-02,10.81,1
EVT-001866,2025-11-07T18:44:00,Cuenca,MED-CUE-03,3.73,1
EVT-001872,2025-10-03T10:54:00,Ambato,MED-AMB-04,13.5,1
EVT-001874,2025-08-20T08:19:00,Manta,MED-MAN-05,7.45,1
EVT-001882,2025-10-24T18:52:00,Guayaquil,MED-GUA-06,5.41,1
EVT-001883,2025-08-04T11:19:00,Quito,MED-QUI-07,10.23,1
EVT-001889,2025-05-28T10:56:00,Cuenca,MED-CUE-08,7.9,1
EVT-001890,2025-01-01T16:47:00,Quito,MED-QUI-09,6.69,1
EVT-001891,2025-04-24T18:36:00,Manta,MED-MAN-10,7.51,1
EVT-001893,2025-01-11T08:27:00,Quito,MED-QUI-11,6.76,1
EVT-001897,2025-04-26T18:41:00,Cuenca,MED-CUE-12,7.64,1
EVT-001901,2025-04-15T17:40:00,Manta,MED-MAN-01,6.45,1
EVT-001903,2025-11-17T11:22:00,Guayaquil,MED-GUA-02,13.78,1
EVT-001906,2025-09-08T16:32:00,Quito,MED-QUI-03,8.91,1
EVT-001909,2025-11-28T08:02:00,Cuenca,MED-CUE-04,7.74,1
EVT-001911,2025-07-09T07:26:00,Ambato,MED-AMB-05,6.17,1
EVT-001915,2025-02-17T14:39:00,Manta,MED-MAN-06,5.2,1
EVT-001921,2025-06-08T13:50:00,Quito,MED-QUI-07,7.5,1
EVT-001928,2025-06-07T13:43:00,Cuenca,MED-CUE-08,5.18,1
EVT-001930,2025-05-17T12:42:00,Guayaquil,MED-GUA-09,14.73,1
EVT-001932,2025-05-31T18:30:00,Guayaquil,MED-GUA-10,7.1,0
EVT-001933,2025-10-15T13:51:00,Guayaquil,MED-GUA-11,6.94,1
EVT-001934,2025-09-29T16:34:00,Cuenca,MED-CUE-12,3.25,1
EVT-001940,2025-03-24T12:12:00,Ambato,MED-AMB-01,8.82,1
EVT-001942,2025-05-14T17:43:00,Cuenca,MED-CUE-02,5.55,1
EVT-001944,2025-11-06T12:39:00,Guayaquil,MED-GUA-03,9.98,1
EVT-001945,2025-03-13T17:20:00,Guayaquil,MED-GUA-04,6.19,1
EVT-001946,2025-03-18T12:17:00,Guayaquil,MED-GUA-05,10.33,1
EVT-001948,2025-01-03T07:55:00,Manta,MED-MAN-06,7.32,1
EVT-001950,2025-12-21T12:58:00,Quito,MED-QUI-07,10.05,1
EVT-001957,2025-07-24T07:40:00,Quito,MED-QUI-08,3.56,1
EVT-001958,2025-07-09T10:55:00,Cuenca,MED-CUE-09,9.26,1
EVT-001962,2025-10-14T07:54:00,Quito,MED-QUI-10,7.61,1
EVT-001968,2025-08-16T07:19:00,Guayaquil,MED-GUA-11,2.06,1
EVT-001969,2025-05-28T18:42:00,Manta,MED-MAN-12,5.19,1
EVT-001973,2025-10-13T09:29:00,Manta,MED-MAN-01,9.96,1
EVT-001977,2025-04-26T12:02:00,Manta,MED-MAN-02,12.36,1
EVT-001978,2025-11-03T09:02:00,Guayaquil,MED-GUA-03,5.79,1
EVT-001981,2025-10-18T09:25:00,Quito,MED-QUI-04,4.89,0
EVT-001982,2025-08-01T08:46:00,Cuenca,MED-CUE-05,5.2,1
EVT-001988,2025-09-08T16:37:00,Quito,MED-QUI-06,9.01,1
EVT-001991,2025-09-27T12:41:00,Guayaquil,MED-GUA-07,11.75,1
EVT-001992,2025-03-09T17:57:00,Cuenca,MED-CUE-08,3.9,1
EVT-001998,2025-03-08T07:55:00,Quito,MED-QUI-09,5.33,1
EVT-002003,2025-07-03T17:39:00,Ambato,MED-AMB-10,5.55,1
EVT-002006,2025-05-18T18:53:00,Ambato,MED-AMB-11,8.2,1
EVT-002011,2025-05-23T17:56:00,Quito,MED-QUI-12,6.49,1
EVT-002012,2025-03-31T08:50:00,Guayaquil,MED-GUA-01,4.61,1
EVT-002013,2025-03-12T07:16:00,Guayaquil,MED-GUA-02,4.72,1
EVT-002015,2025-04-22T18:40:00,Quito,MED-QUI-03,6.06,1
EVT-002025,2025-07-01T17:48:00,Manta,MED-MAN-04,6.89,1
EVT-002027,2025-06-25T10:16:00,Cuenca,MED-CUE-05,11.07,1
EVT-002036,2025-11-07T16:10:00,Quito,MED-QUI-06,5.37,1
EVT-002043,2025-03-03T13:51:00,Guayaquil,MED-GUA-07,3.8,1
EVT-002046,2025-01-15T11:31:00,Quito,MED-QUI-08,11.48,1
EVT-002047,2025-07-07T14:09:00,Guayaquil,MED-GUA-09,6.1,1
EVT-002049,2025-04-19T08:13:00,Quito,MED-QUI-10,5.16,1
EVT-002052,2025-03-02T11:44:00,Cuenca,MED-CUE-11,11.22,1
EVT-002053,2025-02-01T09:06:00,Manta,MED-MAN-12,7.15,1
EVT-002054,2025-08-20T09:49:00,Quito,MED-QUI-01,4.33,1
EVT-002057,2025-07-18T11:24:00,Cuenca,MED-CUE-02,12.15,1
EVT-002065,2025-02-07T15:31:00,Manta,MED-MAN-03,6.99,1
EVT-002068,2025-11-18T16:29:00,Guayaquil,MED-GUA-04,6.77,1
EVT-002070,2025-09-12T09:20:00,Guayaquil,MED-GUA-05,6.51,1
EVT-002073,2025-08-28T15:47:00,Quito,MED-QUI-06,4.73,1
EVT-002081,2025-07-17T17:18:00,Guayaquil,MED-GUA-07,5.26,1
EVT-002095,2025-07-02T09:00:00,Quito,MED-QUI-08,2.52,1
EVT-002097,2025-02-24T18:58:00,Ambato,MED-AMB-09,7.15,1
EVT-002098,2025-04-04T15:50:00,Quito,MED-QUI-10,4.39,1
EVT-002099,2025-11-11T13:07:00,Quito,MED-QUI-11,4.3,1
EVT-002101,2025-07-06T16:27:00,Ambato,MED-AMB-12,9.72,1
EVT-002110,2025-09-01T15:12:00,Guayaquil,MED-GUA-01,7.21,1
EVT-002112,2025-11-08T08:40:00,Quito,MED-QUI-02,4.65,1
EVT-002113,2025-08-20T12:43:00,Quito,MED-QUI-03,10.18,1
EVT-002121,2025-07-31T07:42:00,Manta,MED-MAN-04,8.88,0
EVT-002122,2025-07-11T11:45:00,Quito,MED-QUI-05,11.02,1
EVT-002125,2025-01-12T18:21:00,Guayaquil,MED-GUA-06,3.54,1
EVT-002126,2025-06-23T07:58:00,Quito,MED-QUI-07,6.28,1
EVT-002127,2025-07-16T10:43:00,Ambato,MED-AMB-08,10.13,1
